roll,pitch,yaw
0.03212633055663729,-14.97020488550748,5.035906233055526
0.039233695705173224,-14.927424511146228,5.087277174370475
0.049260734743609896,-14.927555820391682,5.148367920580082
0.0759652139639492,-14.9319468939372,5.29622997302409
0.10438329881067783,-14.9785922904893,5.440700271420832
0.12922508664227983,-15.056278070338411,5.557198221027282
0.15126553298134665,-15.160763690824519,5.641209805695496
0.16247630428277826,-15.28425282661154,5.6887893865647
0.14794247201689573,-15.390447972000969,5.764986095469893
0.13327687687342718,-15.517655121091245,5.804188923640957
0.1585305291138962,-15.640300251918122,5.854196484816931
0.16447018348578146,-15.746540924556,5.937257355423722
0.18278507442045533,-15.825762312302398,6.048452417608135
0.19313730055170977,-15.936508285649532,6.133029474782324
0.20381220683292814,-16.06775395673665,6.181275986468745
0.24738507823428127,-16.184688040367714,6.248953386338506
0.29511541847479,-16.27591710611806,6.347994443281615
0.3251785855418322,-16.396994546358407,6.423619208278911
0.38911729397230843,-16.499222442370026,6.51273451077773
0.43781313637297925,-16.63262803725116,6.578030627274662
0.48890716589017547,-16.746828131814446,6.681124749369405
0.5387995978165724,-16.887057306917473,6.748090999996918
0.5566244892805416,-17.00697082520051,6.83898812577258
0.5635611469427675,-17.062711374989714,6.878663153399927
0.573964923413142,-17.15144355493087,6.942207730866711
0.5796582343498159,-17.214294617771614,6.9842992169405935
0.5946224229990633,-17.263596676165843,7.001205272375719
0.6157879030949297,-17.292631324659766,7.037918748382864
0.6227441017270621,-17.300682420368926,7.090492289694787
0.6535400301248082,-17.288464907312008,7.13275096577802
0.7108838707170465,-17.255356642568167,7.209550669265572
0.7108838707170465,-17.255356642568167,7.209550669265572
0.7109439458278544,-17.259563343856385,7.150443717605498
0.7402187420483808,-17.231177982633433,7.094331917021402
0.7337284548349801,-17.181155895698495,7.044059329495248
0.6893220241856968,-17.127161661282074,7.0145840863707996
0.6158019953121513,-17.043020517952726,6.9652462614145545
0.5202560602989148,-16.94456324961383,6.882407567073943
0.44640265144701624,-16.85651703060772,6.764915364309369
0.36935304855464307,-16.8045860781833,6.625505623000873
0.3342947356115535,-16.78313086300046,6.560625342699686
0.2679552082809772,-16.743915489460036,6.43776192846105
0.23330221878010576,-16.724016704021942,6.373983864765534
0.16518250921364988,-16.686761283456693,6.247454815870928
0.13082338602951446,-16.668612421848664,6.181453772730972
0.1171102086875064,-16.68744128563667,6.11121522442203
0.08662217528465997,-16.72837327959568,5.959044460541794
0.017424131168044123,-16.768212037265055,5.78808328511962
-0.020101084023530193,-16.799284683910642,5.588834051292639
-0.09342769257621641,-16.854332477747995,5.379226812933869
-0.13974517804139863,-16.894890233331463,5.1367569253812775
-0.19303605326597223,-16.98034367113295,4.901046192084781
-0.22330797232881702,-17.030379685112376,4.647149175613975
-0.2943274421607779,-17.05549646795974,4.400530760022712
-0.3243914624602521,-17.098957161701286,4.173523798774463
-0.3340043901206015,-17.112587898153016,4.101801052254155
-0.35262433894258083,-17.138329077293253,3.964609343234315
-0.39448507927860016,-17.208559701544182,3.8353690065702373
-0.38962912893516183,-17.28339526321235,3.7202997531068585
-0.404088681851515,-17.314377710877565,3.602559737104777
-0.3734530642777316,-17.324950531888202,3.4577374897949094
-0.29118090516931927,-17.319750946766145,3.336072799951948
-0.17476177326063266,-17.32640063287367,3.2587386890310164
-0.11416417860368484,-17.330176820097634,3.216879785574419
-0.004334520757015257,-17.325013206455733,3.1737472237875006
0.07046062546024613,-17.31860192226394,3.1428277653273198
0.18655455192028242,-17.31759411921994,3.0719852601179642
0.26126829665732815,-17.342995997894867,2.9903129139042703
0.3228980078427461,-17.327965755189144,2.8832928967841824
0.4271669372814952,-17.290760901330128,2.786905017733608
0.5269866949111387,-17.272901431064476,2.649059244807511
0.6281889899270555,-17.295315889238264,2.524975847025748
0.7034369301296092,-17.28469715103787,2.394105590911701
0.7468098366612597,-17.24692865994104,2.2613462755063627
0.8041212332363179,-17.177025965576696,2.1499261597430483
0.8943565000293054,-17.1105070074719,2.062943873035586
1.0048427062815797,-17.039571517428822,2.0113171560927294
1.087240515098363,-16.956711957729105,1.9309267347282937
1.1401185513550327,-16.882362815337075,1.8215090213439131
1.2226730459194723,-16.798051440717423,1.7393974758717363
1.3301094972315317,-16.748228104254835,1.6596089360147568
1.4480937944968195,-16.67739944537435,1.6147234887483095
1.5357520798888484,-16.592340598118987,1.5429564442234487
1.6056508906946108,-16.527583372247857,1.4377723157692772
1.6360816602355692,-16.466541270814226,1.3171846499017243
1.6743299020455067,-16.375109423054486,1.2241274881601538
1.7027373088314313,-16.317209002655304,1.1068347839996444
1.6903622187835206,-16.269297629470746,0.9835727100526722
1.710486103260831,-16.19932414632927,0.8739629368666154
1.7256684667702378,-16.167503138765,0.7465504808972994
1.7631583083923548,-16.104630916684435,0.6352783107618166
1.7636836394301796,-16.02083146460952,0.5324005325196428
1.728384391772869,-15.95694718095547,0.420256130726193
1.7216814077101616,-15.865925251939053,0.32146741001496465
1.7003210498626835,-15.808411723386088,0.20062604387649668
1.654759286244544,-15.723736114860518,0.1002992774540263
1.64708246669192,-15.623353685389068,0.007309830222625728
1.6208791122012955,-15.553429770320143,-0.10859723830042248
1.6344104753523157,-15.472411631497021,-0.21848192720154622
1.6603724444540309,-15.364216930310763,-0.2997570941676783
1.69543851554716,-15.238615023795688,-0.34515464170892085
1.7672600402725536,-15.13339127889958,-0.3942134520643499
1.8328930456868118,-15.046951838298845,-0.4803411251605821
1.8727696693566815,-14.93212795727931,-0.5488888544860709
1.8834703103610728,-14.831262411955349,-0.644582999042726
1.875244832034591,-14.707305688265205,-0.709692983967433
1.8294386323986236,-14.600272024247568,-0.7859782324530247
1.8248321857864267,-14.489875378691341,-0.8718216199951632
1.8124295468409646,-14.411811988572179,-0.984119365520745
1.801157063855645,-14.372476609446354,-1.1139517982036085
1.8081766694411643,-14.300494267338093,-1.2262528540002122
1.811148572966815,-14.268002916962383,-1.353830124703227
1.8113896325132082,-14.278303343087615,-1.4844699456094357
1.8082881447593573,-14.330940978366668,-1.6061998115280105
1.8485951414644222,-14.378991126078967,-1.7250147407077026
1.8959507454851827,-14.38531485076078,-1.852704976821348
1.9441627404296453,-14.436294563306673,-1.9729372687485518
1.971494254773471,-14.526021908486562,-2.0826736656812965
1.9722180620457155,-14.645037056866821,-2.170475700875165
1.9449099867722028,-14.781322390043291,-2.2281726169850917
1.9372682930781484,-14.932540426887684,-2.249546147236108
1.9683929013747572,-15.078401094551715,-2.2911768945460946
1.9569411141747968,-15.232346190038806,-2.3243997028523284
1.936968790001495,-15.374059739386793,-2.3987049178541766
1.9286733310157456,-15.53041452880199,-2.434619424562652
1.9422828543692452,-15.686259197797002,-2.4342946834128285
1.9762235253804241,-15.830589749825496,-2.399446590233552
1.974599974916854,-15.968898859749164,-2.342213537406969
1.9824376826347534,-16.08581219411128,-2.251695524019817
1.9548797704507175,-16.212286131630698,-2.180738335728779
1.9672946886199276,-16.34616734214893,-2.1170245083547963
2.0049572954409833,-16.45854643091402,-2.0283044346914623
2.076290798208688,-16.547279565011003,-1.9379530539849337
2.114785182082831,-16.658748592461055,-1.8601453764618918
2.1435434744794075,-16.786398078425844,-1.8198522342932344
2.191023520730604,-16.890184173504725,-1.7513147792781394
2.202737828636093,-17.010461593421212,-1.6987984907758031
2.2082527159427867,-17.13975317756722,-1.6881048349108334
2.2395623753069875,-17.257873376228726,-1.6451338565798086
2.3098711487708776,-17.36224567188977,-1.6139517562555987
2.4012790406059117,-17.457108433920784,-1.6202140286396394
2.4587792022567565,-17.573422148583937,-1.608740383038674
2.5293572230438857,-17.67228447430779,-1.5592083315790464
2.620060052702944,-17.76706137107052,-1.5491615118607414
2.699661179948617,-17.856637695780933,-1.4966427614886095
2.7826345898885503,-17.914113452957306,-1.414775870668253
2.8908973924713224,-17.942290702390714,-1.3504451352575177
3.0178489297749422,-17.95020593518869,-1.3178356864187701
3.1403808463948204,-17.92816994531393,-1.2570169525031125
3.2536552280623563,-17.87002705453783,-1.176233126871573
3.3402177293550657,-17.7834196556674,-1.0758422257358833
3.388247546625625,-17.734413613791563,-1.0199348499265082
3.4349628031755506,-17.68224318199484,-0.997337688794147
3.4786351624903107,-17.654516966488675,-0.9545245484594905
3.5260162361059284,-17.6589923892184,-0.9080413267720562
3.5892332511211276,-17.656356325194604,-0.8898096249545423
3.652390962372845,-17.63530698204466,-0.8993030715045972
3.7018765716894104,-17.614683565421654,-0.9388828913820223
3.7203169485988496,-17.590724456792284,-0.9981223739859642
3.7693977372627545,-17.531738016253968,-1.0653359562225555
3.7673089776800275,-17.490143326025816,-1.101160942474874
3.790898010158033,-17.428948464101644,-1.123117408921112
3.7731118872528424,-17.38138332534298,-1.1617378190524696
3.7628791272866287,-17.36952707401484,-1.2256949807080086
3.7486198387141236,-17.400203498623178,-1.2859042253415478
3.6957177672321477,-17.4169082057004,-1.3334294766547843
3.604417743016258,-17.445010339976186,-1.4144835901192219
3.5058025808215123,-17.443906949664896,-1.5257270755727939
3.4306889946402523,-17.40988546085272,-1.6494654549138428
3.390426487536264,-17.352850639170992,-1.7821839878562704
3.360111574833854,-17.258456545215935,-1.8972151567312598
3.3563111868400415,-17.136985760996954,-1.993270477825973
3.395174841189102,-17.017534537181994,-2.0896303547481745
3.449745186941943,-16.932810537750225,-2.2100087927662933
3.499094443615486,-16.815528464047752,-2.3005922601828837
3.5362374455353995,-16.72978435577693,-2.422947629161689
3.5533912272912582,-16.689359624312363,-2.4835404895848665
3.5522535096696295,-16.69227356478477,-2.550412476569232
3.5917419402953157,-16.67718361666048,-2.6027981799587185
3.5857567276325613,-16.66994595081649,-2.675258503238294
3.618379809914058,-16.638273918227473,-2.7433761293156844
3.6683148375063603,-16.594753221640264,-2.783849477325271
3.7263986518744363,-16.55499314610722,-2.7938403452651657
3.7671022065302817,-16.51446441165885,-2.8303228602293977
3.8260187939191974,-16.464633388266392,-2.8976613730704437
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.846307185970472,-16.422602161938432,-2.995227428222592
3.866457582434809,-16.45754374136513,-3.038650008320361
3.913360501030924,-16.45344504110349,-3.0850801636372327
3.9243381381737863,-16.45608053878975,-3.1547532375801857
3.9743050528865473,-16.450582671825913,-3.213506849891583
4.050848794131978,-16.44340841138061,-3.310695815089269
4.110536673201032,-16.440319463733164,-3.4458104375760152
4.176022054003779,-16.39823918885238,-3.5702032723702413
4.202718398256909,-16.3427229427225,-3.702335389382456
4.189916544335603,-16.299523699792566,-3.8423757338382725
