roll,pitch,yaw
0.05292133832187297,-14.984881639901564,4.994596753804291
0.1043566828718176,-14.960701611580944,5.038184063834318
0.20958268826265875,-14.91380582539404,5.126420885607789
0.261953362604384,-14.890622202593656,5.170485716998394
0.293989212079673,-14.831504562462854,5.220254235948469
0.3445296454657613,-14.742756149376556,5.296150335091317
0.4098475706051696,-14.686746843288907,5.394818228466501
0.481453745427394,-14.673047447302658,5.500352791981788
0.5585182979738167,-14.70230700841128,5.5990425068740795
0.6266519094122525,-14.773021988443851,5.685785178271902
0.6792449533572923,-14.876906444996777,5.747572164365289
0.7230364148501613,-14.9987788306673,5.770324375382522
0.8007240040691034,-15.09868394419205,5.806119679953213
0.8696647513523991,-15.212403618367782,5.802833335201194
0.9702769089532267,-15.304170494011986,5.814520427024311
1.0468360249296484,-15.425092694305613,5.807236619156164
1.088014895532152,-15.569274412490655,5.7951235996903705
1.1694047759649104,-15.702613598999688,5.7890212054508146
1.2310096121756489,-15.84616089721047,5.820041212263217
1.2554672871195736,-15.90997372670425,5.83257567936659
1.3008854483084942,-16.032598888600926,5.856529060375636
1.3763562978470707,-16.160523234793526,5.910719503552675
1.4075038675036724,-16.220338909475753,5.9332799328860855
1.4496040318555445,-16.24858203736277,5.982112089079363
1.5231516623713612,-16.299869736244464,6.0672031699090025
1.6076525450129446,-16.391848377612543,6.147183136486637
1.6769694235405563,-16.457019040631486,6.255291088763878
1.734930162610091,-16.555827165403,6.341106433831535
1.7779460090031962,-16.679365475579363,6.396845223493995
1.7816019204421831,-16.814200142066554,6.44385315870716
1.7890670494706675,-16.93234407611029,6.5280405401296
1.758995004431576,-17.061590766257336,6.596441514806184
1.756128537301799,-17.181783580275507,6.695620192022087
1.7545795352962907,-17.23878252384811,6.7349819394059764
1.732247556226826,-17.29890066155507,6.734217378970957
1.7524777664176328,-17.362640944609005,6.723147150968551
1.744167218262142,-17.431559252985444,6.743323757758339
1.7573412440421776,-17.493020618477413,6.721940153664501
1.788884221997207,-17.54814146254188,6.739848878249494
1.8425669494759551,-17.572157608034836,6.776767110431677
1.9463906488631615,-17.618655647378244,6.847656767916258
2.005943221493758,-17.646343832738992,6.887596824115513
2.108897607902567,-17.69483150741356,6.956229565253032
2.165772704902478,-17.72235058568604,6.994941978988475
2.26970176043282,-17.773310719128393,7.065959077007633
2.3913848416482963,-17.794322111182407,7.162157345128054
2.5050013350993927,-17.77389708373321,7.263966041495264
2.633942701739286,-17.738947631757473,7.328146859092179
2.7338242624528144,-17.67920983613196,7.411489700498841
2.801693685400421,-17.634583024691764,7.468949399485715
2.828595420683857,-17.577813173650284,7.527892878362249
2.868506456869488,-17.48984874020961,7.61796012644692
2.943510709421947,-17.387166045972037,7.689445220731749
2.9817656716898138,-17.26277626080524,7.762620293503873
2.9778313546039406,-17.129987154759558,7.839273432043347
3.0155280265071727,-17.00188799111041,7.921505491238902
3.0145895125240822,-16.85814383163696,7.991458125689166
3.056875979069028,-16.71735290272157,8.05627537532947
3.134357475518653,-16.585180575958688,8.095325294946312
3.226493425104602,-16.48479344037794,8.16219371714695
